Multiplicity V0,Multiplicity AD
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.815065467148088,44.185390651226044
2.5049289718735963,24.2608919814229
5.476792945060879,257.09251964092255
0.011572512856218962,0.04642904736101626
2.0062562049133703,186.35622218251228
0.0009366847225464875,0.11541706183925271
0.003660280839540064,0.07837626803666353
0.793547333276365,2.9596613980829716
0.2174282835330814,15.486953851301223
4.240584705024958,187.83437156677246
0.0,0.04004226950928568
0.286140957265161,3.7788233812898397
0.003950321872252969,1.865493209566921
0.005690178601071236,0.03961297776550053
0.0014122738502919672,0.07462453795596957
2.390917925105896,160.4011790752411
0.0,0.04914838075637816
0.9556389363715425,234.36402503354475
0.003524162108078597,0.06947015877813101
0.0,0.04909650422632693
2.4715737677179277,107.41681110858917
0.0,0.1378459301777184
2.8239729290362448,184.6072154045105
1.1090177400037646,32.56997840665281
0.0,0.07432796899229287
0.0036384215345606186,0.049230184871703386
0.45969568204600364,117.12288749217987
0.005427606345620005,0.05947259487584232
0.004824791743885722,0.0312844575382769
0.8615370907937177,105.36219960451126
1.2222234058426693,30.745334029197693
3.9348002206534147,266.28007459640503
0.006685490487143393,0.07823377521708608
1.6464583169436082,201.98718404769897
0.023201309493742883,2.839467561338097
0.5351741319755092,197.79829120635986
2.1520619264338166,202.1600317955017
0.002660808910150078,0.09291681135073304
0.9087379712727852,286.3049660921097
3.6439971891231835,165.95528435707092
3.3716174180735834,122.5940043926239
0.0017049469170160579,0.05587410042062402
0.004960067104548212,0.049385503865778446
0.0044094945769757,0.07789623830467461
0.0,0.17221708176657557
1.7484505022293888,209.9632716178894
4.512082881992683,135.8238384127617
0.0,0.027372330427169793
0.7970520658418536,108.080182752572
0.002724593621678648,0.044025433715432875
3.092621778137982,300.19703006744385
0.0010683576110750437,0.02762975543737411
0.8522205582703464,139.6290430603549
0.22224077401915565,102.04984033107758
0.002621802792418747,0.07051181280985475
2.581739196088165,115.95895433425903
0.00607022910844534,0.059571317397057996
0.011692660045810035,0.05575401755049825
2.214822514099069,107.29537433385849
1.3574368491536006,43.74704332649708
1.1476300284266472,20.368423730134964
5.528774962760508,72.14675891399384
