val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.4530029296875,13.91200065612793,798.0980834960938,276.19305419921875,66.4179916381836,18.469999313354492,601.8748779296875,289.0690002441406,381.18798828125,939.1580200195312,585.280029296875,303.0459899902344,422.31201171875,712.2079467773438,595.3639526367188,330.1159973144531
6.461000442504883,1.7360000610351562,33.097999572753906,33.61000061035156,2.8829989433288574,1.027999997138977,76.2080078125,26.12999725341797,972.18798828125,849.157958984375,604.280029296875,369.0460205078125,826.31201171875,743.2079467773438,655.3638916015625,257.1159362792969
1714.77197265625,4200.263671875,953.0980834960938,1959.235107421875,2470.438232421875,4734.56298828125,722.8749389648438,1950.06884765625,568.18798828125,322.1579895019531,892.280029296875,938.0460205078125,491.31201171875,363.2080383300781,1089.364013671875,928.1161499023438
0.0,0.8680000305175781,0.0,0.0,0.9229998588562012,0.0,0.0,0.0,0.9699997901916504,0.0,0.0,0.0,3.7719993591308594,0.0,0.0,1.0099999904632568
2316.737548828125,1173.478271484375,1325.9278564453125,1531.235107421875,2904.495361328125,1694.213623046875,1127.8751220703125,1555.31689453125,283.18798828125,118.15800476074219,779.280029296875,760.0460205078125,453.31201171875,117.20797729492188,507.36407470703125,796.1161499023438
0.0,3.4720001220703125,1.0980000495910645,0.9579999446868896,1.9029994010925293,1.027999997138977,0.0,0.0,0.0,0.0,0.9889998435974121,1.3289999961853027,0.0,0.0,0.0,0.0
0.0,1.7360000610351562,0.0,1.9159998893737793,1.9029994010925293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9429998397827148,0.0,0.0,1.175999641418457
7.496000289916992,46.08799743652344,26.19599723815918,24.610000610351562,18.68899917602539,18.76300048828125,10.990999221801758,20.93899917602539,0.0,27.312002182006836,44.497989654541016,45.363990783691406,0.0,7.868000030517578,20.922000885009766,42.93998718261719
288.7720031738281,119.6100082397461,43.634002685546875,53.61000061035156,484.4380798339844,157.53500366210938,48.87400817871094,41.25599670410156,0.0,0.0,0.0,0.0,0.9429998397827148,0.0,0.0,0.0
2124.772216796875,1186.2642822265625,1005.0980834960938,2042.235107421875,2928.438232421875,1597.5626220703125,684.8748779296875,2083.06884765625,515.18798828125,421.157958984375,566.280029296875,461.0460205078125,524.31201171875,482.20806884765625,635.3639526367188,490.11602783203125
0.0,0.8680000305175781,0.0,0.9579999446868896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.994999885559082,0.0,1.1339998245239258,0.0
0.0,0.8680000305175781,0.0,0.0,1.8459997177124023,1.027999997138977,1.1079998016357422,0.0,95.18799591064453,69.0050048828125,99.27998352050781,147.04595947265625,153.31195068359375,102.75997924804688,126.36402130126953,99.11602020263672
13.63800048828125,40.301998138427734,5.464000225067139,23.56800079345703,9.785999298095703,50.20500183105469,2.2159996032714844,3.1259994506835938,0.0,0.0,0.9889998435974121,0.0,0.9429998397827148,0.0,0.0,1.175999641418457
