fADATime,fADCTime,fADADecision,fADCDecision,fV0ATime,fV0CTime,fV0ADecision,fV0CDecision,Multiplicity V0,Multiplicity AD,Time V0,Time AD
0.0,0.0,0,0,11.732196,3.0457864,1,1,24.199652183800936,632.0936660766602,4.30428805667907,0.0
56.354923,65.47019,1,1,11.140749,3.562837,1,1,170.98648059368134,3027.540397644043,7.106695514172316,60.927512884140015
56.966827,65.52844,1,1,10.778101,2.9815493,1,1,444.4568910598755,7556.935760498047,6.193803239613771,57.16511416435242
56.327866,65.09766,1,1,9.561991,2.4822347,1,1,520.7753479480743,7996.283142089844,5.675441333092749,60.69340515136719
0.0,68.899376,0,3,11.681448,4.625863,1,1,1.0775449322536588,19.94028058648109,1.0602375976741314,24.266940355300903
56.648014,65.324974,1,1,10.002934,2.9336145,1,1,343.89575147628784,5828.6593017578125,6.028609801083803,52.82197499275208
56.501522,64.649185,1,1,8.1174345,2.0418763,1,1,561.7966294288635,8435.963073730469,5.231929063796997,56.56061172485352
0.0,0.0,0,0,0.0,0.0,0,0,0.0332604609429836,0.2631024718284607,0.0,0.0
57.668392,64.98429,1,1,12.8794775,4.5190315,1,1,1.1720320275053382,32.06360387802124,1.9269655533134935,53.47843670845032
56.84,64.88921,1,1,8.97246,2.326596,1,1,526.7892551422119,8664.325256347656,5.807431111112237,50.26112771034241
56.689472,65.43375,1,1,10.914013,3.0157843,1,1,289.22497153282166,4715.893753051758,6.418830398470163,52.891427516937256
0.0,0.0,0,0,0.0,0.0,0,0,0.0519537385553121,6.479786098003388,0.0,0.0
56.613964,65.10735,1,1,11.026461,2.6688712,1,1,400.47381138801575,6293.480819702148,6.387951000593603,60.85936856269837
56.387497,65.208046,1,1,9.454963,2.4811502,1,1,512.3291404247284,8370.0869140625,5.633787354454398,56.73768067359924
56.163532,65.43847,1,1,11.153345,3.7812223,1,1,74.02661448717117,1511.1674270629885,7.222851669415832,60.75092554092407
56.11416,65.06313,1,1,10.925376,3.407789,1,1,70.60561674833298,1561.5737228393557,6.970132730901241,60.59438300132752
56.44563,0.0,1,0,0.0,0.0,0,0,0.0221487767994403,11.48335999250412,0.0,28.483447074890137
0.0,0.0,0,0,10.104875,0.0,1,0,0.1296482272446155,0.6302553415298463,0.1578886806964874,0.0
0.0,0.0,0,0,12.25295,4.0856285,1,1,0.8787786141037941,3.996940597891808,1.5266029685735705,3.68585467338562
0.0,0.0,0,0,0.0,0.0,0,0,0.010425491258502,0.3419589698314667,0.0,0.0
55.80371,65.30338,1,1,11.8819475,3.779508,1,1,5.6391843520104885,68.0995622575283,3.9763916805386543,57.48139905929565
56.745045,65.847,1,1,11.898249,4.528643,1,1,10.588698853738606,129.77876925468445,7.413002841174602,61.43919897079468
0.0,0.0,0,0,0.0,0.0,0,0,0.0720515493303537,0.6942749619483948,0.0,0.0
56.33529,65.00382,1,1,9.246887,2.3618774,1,1,514.7243864536285,7725.407012939453,5.730012686923146,60.64205932617188
